TRACKID,RESOLUTION,TIME_DATE,LON,LAT
05_1b,1,15/02/2008 14:16,-38.063711,-54.01149
05_1b,1,15/02/2008 14:16,-38.063826,-54.011548
05_1b,1,15/02/2008 14:16,-38.06395,-54.011593
05_1b,1,15/02/2008 14:16,-38.064064,-54.011638
05_1b,1,15/02/2008 14:16,-38.064167,-54.011701
05_1b,1,15/02/2008 14:16,-38.064267,-54.011766
05_1b,1,15/02/2008 14:16,-38.064367,-54.011827
05_1b,1,15/02/2008 14:16,-38.064466,-54.011894
05_1b,1,15/02/2008 14:16,-38.064575,-54.011959
05_1b,1,15/02/2008 14:16,-38.064698,-54.012012
05_1b,1,15/02/2008 14:16,-38.064852,-54.012054
05_1b,1,15/02/2008 14:16,-38.065033,-54.012075
05_1b,1,15/02/2008 14:16,-38.065252,-54.01208
05_1b,1,15/02/2008 14:16,-38.065478,-54.012076
05_1b,1,15/02/2008 14:16,-38.065705,-54.012048
05_1b,1,15/02/2008 14:16,-38.065919,-54.011997
05_1b,1,15/02/2008 14:16,-38.066132,-54.011939
05_1b,1,15/02/2008 14:16,-38.066352,-54.011897
05_1b,1,15/02/2008 14:16,-38.066572,-54.011882
05_1b,1,15/02/2008 14:16,-38.06679,-54.011885
05_1b,1,15/02/2008 14:16,-38.067014,-54.011886
05_1b,1,15/02/2008 14:16,-38.067244,-54.011885
05_1b,1,15/02/2008 14:16,-38.067451,-54.011906
05_1b,1,15/02/2008 14:16,-38.067687,-54.011928
05_1b,1,15/02/2008 14:16,-38.067869,-54.011963
05_1b,1,15/02/2008 14:16,-38.068,-54.01205
05_1b,1,15/02/2008 14:16,-38.068134,-54.012142
05_1b,1,15/02/2008 14:16,-38.068323,-54.012186
05_1b,1,15/02/2008 14:16,-38.068541,-54.012227
05_1b,1,15/02/2008 14:16,-38.068773,-54.01224
05_1b,1,15/02/2008 14:16,-38.069005,-54.012225
05_1b,1,15/02/2008 14:16,-38.069235,-54.0122
05_1b,1,15/02/2008 14:16,-38.069461,-54.012184
05_1b,1,15/02/2008 14:16,-38.069702,-54.012166
05_1b,1,15/02/2008 14:16,-38.069954,-54.012149
05_1b,1,15/02/2008 14:16,-38.070215,-54.012133
05_1b,1,15/02/2008 14:17,-38.070473,-54.012116
05_1b,1,15/02/2008 14:17,-38.070729,-54.012095
05_1b,1,15/02/2008 14:17,-38.070985,-54.012073
05_1b,1,15/02/2008 14:17,-38.07124,-54.012052
05_1b,1,15/02/2008 14:17,-38.071497,-54.012039
05_1b,1,15/02/2008 14:17,-38.071755,-54.012039
05_1b,1,15/02/2008 14:17,-38.071982,-54.01207
05_1b,1,15/02/2008 14:17,-38.072178,-54.012108
05_1b,1,15/02/2008 14:17,-38.072339,-54.012154
05_1b,1,15/02/2008 14:17,-38.072481,-54.012218
05_1b,1,15/02/2008 14:17,-38.072608,-54.01231
05_1b,1,15/02/2008 14:17,-38.072724,-54.012395
05_1b,1,15/02/2008 14:17,-38.072826,-54.012495
05_1b,1,15/02/2008 14:17,-38.072932,-54.012593
05_1b,1,15/02/2008 14:17,-38.073048,-54.012701
05_1b,1,15/02/2008 14:17,-38.073181,-54.012803
05_1b,1,15/02/2008 14:17,-38.073354,-54.012884
05_1b,1,15/02/2008 14:17,-38.073573,-54.012938
05_1b,1,15/02/2008 14:17,-38.073818,-54.012952
05_1b,1,15/02/2008 14:17,-38.074075,-54.012907
05_1b,1,15/02/2008 14:17,-38.074324,-54.012835
05_1b,1,15/02/2008 14:17,-38.074574,-54.012759
05_1b,1,15/02/2008 14:17,-38.074834,-54.012687
05_1b,1,15/02/2008 14:17,-38.075092,-54.012608
05_1b,1,15/02/2008 14:17,-38.075337,-54.01251
05_1b,1,15/02/2008 14:17,-38.075578,-54.0124
05_1b,1,15/02/2008 14:17,-38.075837,-54.012302
05_1b,1,15/02/2008 14:17,-38.076098,-54.01221
05_1b,1,15/02/2008 14:17,-38.07634,-54.012115
05_1b,1,15/02/2008 14:17,-38.076572,-54.012028
05_1b,1,15/02/2008 14:17,-38.076808,-54.011957
05_1b,1,15/02/2008 14:17,-38.077044,-54.011885
05_1b,1,15/02/2008 14:17,-38.077275,-54.011807
05_1b,1,15/02/2008 14:17,-38.077504,-54.011728
05_1b,1,15/02/2008 14:17,-38.077741,-54.011647
05_1b,1,15/02/2008 14:17,-38.077987,-54.011564
05_1b,1,15/02/2008 14:17,-38.078237,-54.011478
05_1b,1,15/02/2008 14:17,-38.078492,-54.011387
05_1b,1,15/02/2008 14:17,-38.07875,-54.011289
05_1b,1,15/02/2008 14:17,-38.079008,-54.011182
05_1b,1,15/02/2008 14:17,-38.079259,-54.011074
05_1b,1,15/02/2008 14:17,-38.0795,-54.010966
05_1b,1,15/02/2008 14:17,-38.07974,-54.010866
05_1b,1,15/02/2008 14:17,-38.079971,-54.010793
05_1b,1,15/02/2008 14:17,-38.080205,-54.010731
05_1b,1,15/02/2008 14:17,-38.080444,-54.010672
05_1b,1,15/02/2008 14:17,-38.080686,-54.010609
05_1b,1,15/02/2008 14:17,-38.08093,-54.010543
05_1b,1,15/02/2008 14:17,-38.081179,-54.010479
05_1b,1,15/02/2008 14:17,-38.081431,-54.010415
05_1b,1,15/02/2008 14:17,-38.081684,-54.01035
05_1b,1,15/02/2008 14:17,-38.081952,-54.010273
05_1b,1,15/02/2008 14:17,-38.08218,-54.010215
05_1b,1,15/02/2008 14:17,-38.082378,-54.010162
05_1b,1,15/02/2008 14:17,-38.082563,-54.010118
05_1b,1,15/02/2008 14:17,-38.082756,-54.010067
05_1b,1,15/02/2008 14:17,-38.082975,-54.010032
05_1b,1,15/02/2008 14:17,-38.083212,-54.00999
05_1b,1,15/02/2008 14:17,-38.083457,-54.009951
05_1b,1,15/02/2008 14:17,-38.083695,-54.009924
05_1b,1,15/02/2008 14:18,-38.083878,-54.009951
05_1b,1,15/02/2008 14:18,-38.084061,-54.01011
05_1b,1,15/02/2008 14:18,-38.084217,-54.010249
05_1b,1,15/02/2008 14:18,-38.084351,-54.010395
05_1b,1,15/02/2008 14:18,-38.084454,-54.010503
05_1b,1,15/02/2008 14:18,-38.084523,-54.010612
05_1b,1,15/02/2008 14:18,-38.084557,-54.010707
05_1b,1,15/02/2008 14:18,-38.084559,-54.010808
05_1b,1,15/02/2008 14:18,-38.084513,-54.010895
05_1b,1,15/02/2008 14:18,-38.084447,-54.010973
05_1b,1,15/02/2008 14:18,-38.084408,-54.011023
05_1b,1,15/02/2008 14:18,-38.0844,-54.011043
05_1b,1,15/02/2008 14:18,-38.0844,-54.011057
05_1b,1,15/02/2008 14:18,-38.084392,-54.01106
05_1b,1,15/02/2008 14:18,-38.084401,-54.011061
05_1b,1,15/02/2008 14:18,-38.084404,-54.011064
05_1b,1,15/02/2008 14:18,-38.084406,-54.011078
05_1b,1,15/02/2008 14:18,-38.084411,-54.011091
05_1b,1,15/02/2008 14:18,-38.084409,-54.011096
05_1b,1,15/02/2008 14:18,-38.084402,-54.011104
05_1b,1,15/02/2008 14:18,-38.084395,-54.0111
05_1b,1,15/02/2008 14:18,-38.084397,-54.0111
05_1b,1,15/02/2008 14:18,-38.084399,-54.011089
05_1b,1,15/02/2008 14:18,-38.084395,-54.011076
05_1b,1,15/02/2008 14:18,-38.084391,-54.011062
05_1b,1,15/02/2008 14:18,-38.084388,-54.011061
05_1b,1,15/02/2008 14:18,-38.084392,-54.011064
05_1b,1,15/02/2008 14:18,-38.084399,-54.011065
05_1b,1,15/02/2008 14:18,-38.084402,-54.011069
05_1b,1,15/02/2008 14:18,-38.084398,-54.011073
05_1b,1,15/02/2008 14:18,-38.084386,-54.011075
05_1b,1,15/02/2008 14:18,-38.084381,-54.011076
05_1b,1,15/02/2008 14:18,-38.084385,-54.01108
05_1b,1,15/02/2008 14:18,-38.084401,-54.011085
05_1b,1,15/02/2008 14:18,-38.084416,-54.011087
05_1b,1,15/02/2008 14:18,-38.084423,-54.011098
05_1b,1,15/02/2008 14:18,-38.084426,-54.01109
05_1b,1,15/02/2008 14:18,-38.08442,-54.01108
05_1b,1,15/02/2008 14:18,-38.084407,-54.011082
05_1b,1,15/02/2008 14:18,-38.08441,-54.011084
05_1b,1,15/02/2008 14:18,-38.084422,-54.011099
05_1b,1,15/02/2008 14:18,-38.084432,-54.01111
05_1b,1,15/02/2008 14:18,-38.084442,-54.011118
05_1b,1,15/02/2008 14:18,-38.084445,-54.011115
05_1b,1,15/02/2008 14:18,-38.084456,-54.011115
05_1b,1,15/02/2008 14:18,-38.08445,-54.011115
05_1b,1,15/02/2008 14:18,-38.084444,-54.011117
05_1b,1,15/02/2008 14:18,-38.084438,-54.011123
05_1b,1,15/02/2008 14:18,-38.084438,-54.011119
05_1b,1,15/02/2008 14:18,-38.084447,-54.011107
05_1b,1,15/02/2008 14:18,-38.084456,-54.011108
05_1b,1,15/02/2008 14:18,-38.084465,-54.011107
05_1b,1,15/02/2008 14:18,-38.08447,-54.011115
05_1b,1,15/02/2008 14:18,-38.084467,-54.01112
05_1b,1,15/02/2008 14:18,-38.08446,-54.011125
05_1b,1,15/02/2008 14:18,-38.084454,-54.011144
05_1b,1,15/02/2008 14:18,-38.084464,-54.011149
05_1b,1,15/02/2008 14:18,-38.084457,-54.011135
05_1b,1,15/02/2008 14:18,-38.084442,-54.01114
05_1b,1,15/02/2008 14:18,-38.08445,-54.011146
05_1b,1,15/02/2008 14:18,-38.084457,-54.011155
05_1b,1,15/02/2008 14:18,-38.084452,-54.01115
05_1b,1,15/02/2008 14:18,-38.084457,-54.011149
05_1b,1,15/02/2008 14:18,-38.084449,-54.011159
05_1b,1,15/02/2008 14:18,-38.084443,-54.01117
05_1b,1,15/02/2008 14:18,-38.084444,-54.011181
05_1b,1,15/02/2008 14:18,-38.084437,-54.011181
05_1b,1,15/02/2008 14:18,-38.084432,-54.011177
05_1b,1,15/02/2008 14:18,-38.084432,-54.011186
05_1b,1,15/02/2008 14:18,-38.084435,-54.011198
05_1b,1,15/02/2008 14:18,-38.084441,-54.011208
05_1b,1,15/02/2008 14:18,-38.084452,-54.011214
05_1b,1,15/02/2008 14:18,-38.084461,-54.01122
05_1b,1,15/02/2008 14:18,-38.084468,-54.011227
05_1b,1,15/02/2008 14:19,-38.084476,-54.011237
05_1b,1,15/02/2008 14:19,-38.084473,-54.01124
05_1b,1,15/02/2008 14:19,-38.084464,-54.011238
05_1b,1,15/02/2008 14:19,-38.084455,-54.011236
05_1b,1,15/02/2008 14:19,-38.084454,-54.011236
05_1b,1,15/02/2008 14:19,-38.084456,-54.011229
05_1b,1,15/02/2008 14:19,-38.084459,-54.011231
05_1b,1,15/02/2008 14:19,-38.084454,-54.011241
05_1b,1,15/02/2008 14:19,-38.08445,-54.01125
05_1b,1,15/02/2008 14:19,-38.084452,-54.011261
05_1b,1,15/02/2008 14:19,-38.084456,-54.011271
05_1b,1,15/02/2008 14:19,-38.084458,-54.011272
05_1b,1,15/02/2008 14:19,-38.084454,-54.011254
05_1b,1,15/02/2008 14:19,-38.084458,-54.011254
05_1b,1,15/02/2008 14:19,-38.084465,-54.011256
05_1b,1,15/02/2008 14:19,-38.084443,-54.011287
05_1b,1,15/02/2008 14:19,-38.084455,-54.011301
05_1b,1,15/02/2008 14:19,-38.084459,-54.011311
05_1b,1,15/02/2008 14:19,-38.084467,-54.011325
05_1b,1,15/02/2008 14:19,-38.08446,-54.011333
05_1b,1,15/02/2008 14:19,-38.084455,-54.011328
05_1b,1,15/02/2008 14:19,-38.084466,-54.011321
05_1b,1,15/02/2008 14:19,-38.08445,-54.011335
05_1b,1,15/02/2008 14:19,-38.084446,-54.011344
05_1b,1,15/02/2008 14:19,-38.084438,-54.011352
05_1b,1,15/02/2008 14:19,-38.084439,-54.011371
05_1b,1,15/02/2008 14:19,-38.084438,-54.011369
05_1b,1,15/02/2008 14:19,-38.084451,-54.01138
05_1b,1,15/02/2008 14:19,-38.084455,-54.01138
05_1b,1,15/02/2008 14:19,-38.084453,-54.011385
05_1b,1,15/02/2008 14:19,-38.084451,-54.011393
05_1b,1,15/02/2008 14:19,-38.084443,-54.011407
05_1b,1,15/02/2008 14:19,-38.084443,-54.011423
05_1b,1,15/02/2008 14:19,-38.08445,-54.011423
05_1b,1,15/02/2008 14:19,-38.084457,-54.011427
05_1b,1,15/02/2008 14:19,-38.084465,-54.011431
05_1b,1,15/02/2008 14:19,-38.084469,-54.011432
05_1b,1,15/02/2008 14:19,-38.08447,-54.011437
05_1b,1,15/02/2008 14:19,-38.084471,-54.011447
05_1b,1,15/02/2008 14:19,-38.084467,-54.011455
05_1b,1,15/02/2008 14:19,-38.084455,-54.011462
05_1b,1,15/02/2008 14:19,-38.084448,-54.011471
05_1b,1,15/02/2008 14:19,-38.084451,-54.011474
05_1b,1,15/02/2008 14:19,-38.084452,-54.011463
05_1b,1,15/02/2008 14:19,-38.084454,-54.011441
05_1b,1,15/02/2008 14:19,-38.084457,-54.011434
05_1b,1,15/02/2008 14:19,-38.08446,-54.01144
05_1b,1,15/02/2008 14:19,-38.084467,-54.011443
05_1b,1,15/02/2008 14:19,-38.084473,-54.011453
05_1b,1,15/02/2008 14:19,-38.084466,-54.011454
05_1b,1,15/02/2008 14:19,-38.084467,-54.011454
05_1b,1,15/02/2008 14:19,-38.084471,-54.011472
05_1b,1,15/02/2008 14:19,-38.084467,-54.011486
05_1b,1,15/02/2008 14:19,-38.084456,-54.011487
05_1b,1,15/02/2008 14:19,-38.08446,-54.011482
05_1b,1,15/02/2008 14:19,-38.08447,-54.011484
05_1b,1,15/02/2008 14:19,-38.084476,-54.011486
05_1b,1,15/02/2008 14:19,-38.084484,-54.011486
05_1b,1,15/02/2008 14:19,-38.084492,-54.011484
05_1b,1,15/02/2008 14:19,-38.084505,-54.011491
05_1b,1,15/02/2008 14:20,-38.084514,-54.011496
05_1b,1,15/02/2008 14:20,-38.084512,-54.0115
05_1b,1,15/02/2008 14:20,-38.084516,-54.011505
05_1b,1,15/02/2008 14:20,-38.08452,-54.011515
05_1b,1,15/02/2008 14:20,-38.084519,-54.011518
05_1b,1,15/02/2008 14:20,-38.084524,-54.011519
05_1b,1,15/02/2008 14:20,-38.084522,-54.011516
05_1b,1,15/02/2008 14:20,-38.084535,-54.011519
05_1b,1,15/02/2008 14:20,-38.084543,-54.011529
05_1b,1,15/02/2008 14:20,-38.084542,-54.011535
05_1b,1,15/02/2008 14:20,-38.08454,-54.011544
05_1b,1,15/02/2008 14:20,-38.084533,-54.011551
05_1b,1,15/02/2008 14:20,-38.084528,-54.011553
05_1b,1,15/02/2008 14:20,-38.084525,-54.011559
05_1b,1,15/02/2008 14:20,-38.084526,-54.011561
05_1b,1,15/02/2008 14:20,-38.084539,-54.011568
05_1b,1,15/02/2008 14:20,-38.084565,-54.01158
05_1b,1,15/02/2008 14:20,-38.084575,-54.011588
05_1b,1,15/02/2008 14:20,-38.084575,-54.011589
05_1b,1,15/02/2008 14:20,-38.084578,-54.011589
05_1b,1,15/02/2008 14:20,-38.084586,-54.01159
05_1b,1,15/02/2008 14:20,-38.084586,-54.011587
05_1b,1,15/02/2008 14:20,-38.08458,-54.011592
05_1b,1,15/02/2008 14:20,-38.084576,-54.011576
05_1b,1,15/02/2008 14:20,-38.084583,-54.011571
05_1b,1,15/02/2008 14:20,-38.084587,-54.011571
05_1b,1,15/02/2008 14:20,-38.084585,-54.011568
05_1b,1,15/02/2008 14:20,-38.084587,-54.011575
05_1b,1,15/02/2008 14:20,-38.084589,-54.011579
05_1b,1,15/02/2008 14:20,-38.084588,-54.011583
05_1b,1,15/02/2008 14:20,-38.084585,-54.011588
05_1b,1,15/02/2008 14:20,-38.084579,-54.011594
05_1b,1,15/02/2008 14:20,-38.084579,-54.0116
05_1b,1,15/02/2008 14:20,-38.084585,-54.011598
05_1b,1,15/02/2008 14:20,-38.084586,-54.011599
05_1b,1,15/02/2008 14:20,-38.08458,-54.011606
05_1b,1,15/02/2008 14:20,-38.084575,-54.011614
05_1b,1,15/02/2008 14:20,-38.084564,-54.011624
05_1b,1,15/02/2008 14:20,-38.084559,-54.011633
05_1b,1,15/02/2008 14:20,-38.084559,-54.011636
05_1b,1,15/02/2008 14:20,-38.084567,-54.011641
05_1b,1,15/02/2008 14:20,-38.084575,-54.011636
05_1b,1,15/02/2008 14:20,-38.084581,-54.011643
05_1b,1,15/02/2008 14:20,-38.084583,-54.011642
05_1b,1,15/02/2008 14:20,-38.084593,-54.011639
05_1b,1,15/02/2008 14:20,-38.084599,-54.011641
05_1b,1,15/02/2008 14:20,-38.084604,-54.011647
05_1b,1,15/02/2008 14:20,-38.084602,-54.011652
05_1b,1,15/02/2008 14:20,-38.084596,-54.011648
05_1b,1,15/02/2008 14:20,-38.084588,-54.011648
05_1b,1,15/02/2008 14:20,-38.084583,-54.011658
05_1b,1,15/02/2008 14:20,-38.084586,-54.011671
05_1b,1,15/02/2008 14:20,-38.084593,-54.011682
05_1b,1,15/02/2008 14:20,-38.084599,-54.011686
05_1b,1,15/02/2008 14:20,-38.084605,-54.011693
05_1b,1,15/02/2008 14:20,-38.08461,-54.011702
05_1b,1,15/02/2008 14:20,-38.084615,-54.011705
05_1b,1,15/02/2008 14:20,-38.0846,-54.011714
05_1b,1,15/02/2008 14:20,-38.08458,-54.011713
05_1b,1,15/02/2008 14:20,-38.084578,-54.011722
05_1b,1,15/02/2008 14:21,-38.084579,-54.011727
05_1b,1,15/02/2008 14:21,-38.084601,-54.011728
05_1b,1,15/02/2008 14:21,-38.084624,-54.011723
05_1b,1,15/02/2008 14:21,-38.084631,-54.011716
05_1b,1,15/02/2008 14:21,-38.08463,-54.011715
05_1b,1,15/02/2008 14:21,-38.084627,-54.011719
05_1b,1,15/02/2008 14:21,-38.084616,-54.011723
05_1b,1,15/02/2008 14:21,-38.084613,-54.011735
05_1b,1,15/02/2008 14:21,-38.084608,-54.011738
05_1b,1,15/02/2008 14:21,-38.084625,-54.011741
05_1b,1,15/02/2008 14:21,-38.08464,-54.01175
05_1b,1,15/02/2008 14:21,-38.08466,-54.011757
05_1b,1,15/02/2008 14:21,-38.084676,-54.011763
05_1b,1,15/02/2008 14:21,-38.084687,-54.011753
05_1b,1,15/02/2008 14:21,-38.084708,-54.011746
05_1b,1,15/02/2008 14:21,-38.084711,-54.011749
05_1b,1,15/02/2008 14:21,-38.084704,-54.011749
05_1b,1,15/02/2008 14:21,-38.084701,-54.011754
05_1b,1,15/02/2008 14:21,-38.084702,-54.011758
05_1b,1,15/02/2008 14:21,-38.084706,-54.011755
05_1b,1,15/02/2008 14:21,-38.084707,-54.011752
05_1b,1,15/02/2008 14:21,-38.084697,-54.011759
05_1b,1,15/02/2008 14:21,-38.084692,-54.011767
05_1b,1,15/02/2008 14:21,-38.084694,-54.011778
05_1b,1,15/02/2008 14:21,-38.084697,-54.011786
05_1b,1,15/02/2008 14:21,-38.084696,-54.011793
05_1b,1,15/02/2008 14:21,-38.084706,-54.0118
05_1b,1,15/02/2008 14:21,-38.084697,-54.011803
05_1b,1,15/02/2008 14:21,-38.084677,-54.011804
05_1b,1,15/02/2008 14:21,-38.08467,-54.01182
05_1b,1,15/02/2008 14:21,-38.084699,-54.011824
05_1b,1,15/02/2008 14:21,-38.084705,-54.011817
05_1b,1,15/02/2008 14:21,-38.084701,-54.011818
05_1b,1,15/02/2008 14:21,-38.08468,-54.01181
05_1b,1,15/02/2008 14:21,-38.084663,-54.011813
05_1b,1,15/02/2008 14:21,-38.084661,-54.011824
05_1b,1,15/02/2008 14:21,-38.084667,-54.011838
05_1b,1,15/02/2008 14:21,-38.084681,-54.011858
05_1b,1,15/02/2008 14:21,-38.0847,-54.011874
05_1b,1,15/02/2008 14:21,-38.084712,-54.011861
05_1b,1,15/02/2008 14:21,-38.084709,-54.011866
05_1b,1,15/02/2008 14:21,-38.084701,-54.011875
05_1b,1,15/02/2008 14:21,-38.084691,-54.011863
05_1b,1,15/02/2008 14:21,-38.084686,-54.011858
05_1b,1,15/02/2008 14:21,-38.084679,-54.011866
05_1b,1,15/02/2008 14:21,-38.084674,-54.011872
05_1b,1,15/02/2008 14:21,-38.084668,-54.01188
05_1b,1,15/02/2008 14:21,-38.084666,-54.011885
05_1b,1,15/02/2008 14:21,-38.084678,-54.011881
05_1b,1,15/02/2008 14:21,-38.084687,-54.011885
05_1b,1,15/02/2008 14:21,-38.084692,-54.011893
05_1b,1,15/02/2008 14:21,-38.084702,-54.011906
05_1b,1,15/02/2008 14:21,-38.084703,-54.011918
05_1b,1,15/02/2008 14:21,-38.084702,-54.011925
05_1b,1,15/02/2008 14:21,-38.0847,-54.011928
