START OF DATA,clicks,species,day,month,year,am.om,time
17/06/2006 9:59,0,dolphin,17,6,2006,AM,9.59
17/06/2006 10:59,4,dolphin,17,6,2006,AM,10.59
17/06/2006 11:59,0,dolphin,17,6,2006,AM,11.59
17/06/2006 12:59,0,dolphin,17,6,2006,PM,12.59
17/06/2006 13:59,0,dolphin,17,6,2006,PM,13.59
17/06/2006 14:59,0,dolphin,17,6,2006,PM,14.59
17/06/2006 15:59,0,dolphin,17,6,2006,PM,15.59
17/06/2006 16:59,0,dolphin,17,6,2006,PM,16.59
17/06/2006 17:59,0,dolphin,17,6,2006,PM,17.59
17/06/2006 18:59,3,dolphin,17,6,2006,PM,18.59
17/06/2006 19:59,1,dolphin,17,6,2006,PM,19.59
17/06/2006 20:59,0,dolphin,17,6,2006,PM,20.59
17/06/2006 21:59,0,dolphin,17,6,2006,PM,21.59
17/06/2006 22:59,0,dolphin,17,6,2006,PM,22.59
17/06/2006 23:59,0,dolphin,17,6,2006,PM,23.59
18/06/2006 0:59,0,dolphin,18,6,2006,AM,0.59
18/06/2006 1:59,0,dolphin,18,6,2006,AM,1.59
18/06/2006 2:59,0,dolphin,18,6,2006,AM,2.59
18/06/2006 3:59,0,dolphin,18,6,2006,AM,3.59
18/06/2006 4:59,0,dolphin,18,6,2006,AM,4.59
18/06/2006 5:59,0,dolphin,18,6,2006,AM,5.59
18/06/2006 6:59,0,dolphin,18,6,2006,AM,6.59
18/06/2006 7:59,3,dolphin,18,6,2006,AM,7.59
18/06/2006 8:59,0,dolphin,18,6,2006,AM,8.59
18/06/2006 9:59,0,dolphin,18,6,2006,AM,9.59
18/06/2006 10:59,0,dolphin,18,6,2006,AM,10.59
18/06/2006 11:59,0,dolphin,18,6,2006,AM,11.59
18/06/2006 12:59,2,dolphin,18,6,2006,PM,12.59
18/06/2006 13:59,0,dolphin,18,6,2006,PM,13.59
18/06/2006 14:59,0,dolphin,18,6,2006,PM,14.59
18/06/2006 15:59,2,dolphin,18,6,2006,PM,15.59
18/06/2006 16:59,0,dolphin,18,6,2006,PM,16.59
18/06/2006 17:59,0,dolphin,18,6,2006,PM,17.59
18/06/2006 18:59,0,dolphin,18,6,2006,PM,18.59
18/06/2006 19:59,0,dolphin,18,6,2006,PM,19.59
18/06/2006 20:59,0,dolphin,18,6,2006,PM,20.59
18/06/2006 21:59,0,dolphin,18,6,2006,PM,21.59
18/06/2006 22:59,0,dolphin,18,6,2006,PM,22.59
18/06/2006 23:59,0,dolphin,18,6,2006,PM,23.59
19/06/2006 0:59,0,dolphin,19,6,2006,AM,0.59
19/06/2006 1:59,0,dolphin,19,6,2006,AM,1.59
19/06/2006 2:59,0,dolphin,19,6,2006,AM,2.59
19/06/2006 3:59,0,dolphin,19,6,2006,AM,3.59
19/06/2006 4:59,0,dolphin,19,6,2006,AM,4.59
19/06/2006 5:59,0,dolphin,19,6,2006,AM,5.59
19/06/2006 6:59,0,dolphin,19,6,2006,AM,6.59
19/06/2006 7:59,0,dolphin,19,6,2006,AM,7.59
19/06/2006 8:59,0,dolphin,19,6,2006,AM,8.59
19/06/2006 9:59,0,dolphin,19,6,2006,AM,9.59
19/06/2006 10:59,3,dolphin,19,6,2006,AM,10.59
19/06/2006 11:59,0,dolphin,19,6,2006,AM,11.59
19/06/2006 12:59,0,dolphin,19,6,2006,PM,12.59
19/06/2006 13:59,0,dolphin,19,6,2006,PM,13.59
19/06/2006 14:59,0,dolphin,19,6,2006,PM,14.59
19/06/2006 15:59,0,dolphin,19,6,2006,PM,15.59
19/06/2006 16:59,0,dolphin,19,6,2006,PM,16.59
19/06/2006 17:59,0,dolphin,19,6,2006,PM,17.59
19/06/2006 18:59,0,dolphin,19,6,2006,PM,18.59
19/06/2006 19:59,0,dolphin,19,6,2006,PM,19.59
19/06/2006 20:59,1,dolphin,19,6,2006,PM,20.59
19/06/2006 21:59,1,dolphin,19,6,2006,PM,21.59
19/06/2006 22:59,0,dolphin,19,6,2006,PM,22.59
19/06/2006 23:59,0,dolphin,19,6,2006,PM,23.59
20/06/2006 0:59,0,dolphin,20,6,2006,AM,0.59
20/06/2006 1:59,0,dolphin,20,6,2006,AM,1.59
20/06/2006 2:59,0,dolphin,20,6,2006,AM,2.59
20/06/2006 3:59,0,dolphin,20,6,2006,AM,3.59
20/06/2006 4:59,0,dolphin,20,6,2006,AM,4.59
20/06/2006 5:59,0,dolphin,20,6,2006,AM,5.59
20/06/2006 6:59,0,dolphin,20,6,2006,AM,6.59
20/06/2006 7:59,2,dolphin,20,6,2006,AM,7.59
20/06/2006 8:59,0,dolphin,20,6,2006,AM,8.59
20/06/2006 9:59,0,dolphin,20,6,2006,AM,9.59
20/06/2006 10:59,0,dolphin,20,6,2006,AM,10.59
20/06/2006 11:59,1,dolphin,20,6,2006,AM,11.59
20/06/2006 12:59,1,dolphin,20,6,2006,PM,12.59
20/06/2006 13:59,1,dolphin,20,6,2006,PM,13.59
20/06/2006 14:59,1,dolphin,20,6,2006,PM,14.59
20/06/2006 15:59,0,dolphin,20,6,2006,PM,15.59
20/06/2006 16:59,0,dolphin,20,6,2006,PM,16.59
20/06/2006 17:59,0,dolphin,20,6,2006,PM,17.59
20/06/2006 18:59,2,dolphin,20,6,2006,PM,18.59
20/06/2006 19:59,1,dolphin,20,6,2006,PM,19.59
20/06/2006 20:59,0,dolphin,20,6,2006,PM,20.59
20/06/2006 21:59,0,dolphin,20,6,2006,PM,21.59
20/06/2006 22:59,0,dolphin,20,6,2006,PM,22.59
20/06/2006 23:59,1,dolphin,20,6,2006,PM,23.59
21/06/2006 0:59,0,dolphin,21,6,2006,AM,0.59
21/06/2006 1:59,0,dolphin,21,6,2006,AM,1.59
21/06/2006 2:59,2,dolphin,21,6,2006,AM,2.59
21/06/2006 3:59,0,dolphin,21,6,2006,AM,3.59
21/06/2006 4:59,0,dolphin,21,6,2006,AM,4.59
21/06/2006 5:59,0,dolphin,21,6,2006,AM,5.59
21/06/2006 6:59,0,dolphin,21,6,2006,AM,6.59
21/06/2006 7:59,0,dolphin,21,6,2006,AM,7.59
21/06/2006 8:59,0,dolphin,21,6,2006,AM,8.59
21/06/2006 9:59,0,dolphin,21,6,2006,AM,9.59
21/06/2006 10:59,0,dolphin,21,6,2006,AM,10.59
21/06/2006 11:59,0,dolphin,21,6,2006,AM,11.59
21/06/2006 12:59,1,dolphin,21,6,2006,PM,12.59
21/06/2006 13:59,1,dolphin,21,6,2006,PM,13.59
21/06/2006 14:59,0,dolphin,21,6,2006,PM,14.59
21/06/2006 15:59,0,dolphin,21,6,2006,PM,15.59
21/06/2006 16:59,0,dolphin,21,6,2006,PM,16.59
21/06/2006 17:59,0,dolphin,21,6,2006,PM,17.59
21/06/2006 18:59,0,dolphin,21,6,2006,PM,18.59
21/06/2006 19:59,0,dolphin,21,6,2006,PM,19.59
21/06/2006 20:59,0,dolphin,21,6,2006,PM,20.59
21/06/2006 21:59,0,dolphin,21,6,2006,PM,21.59
21/06/2006 22:59,0,dolphin,21,6,2006,PM,22.59
21/06/2006 23:59,0,dolphin,21,6,2006,PM,23.59
22/06/2006 0:59,1,dolphin,22,6,2006,AM,0.59
22/06/2006 1:59,0,dolphin,22,6,2006,AM,1.59
22/06/2006 2:59,0,dolphin,22,6,2006,AM,2.59
22/06/2006 3:59,0,dolphin,22,6,2006,AM,3.59
22/06/2006 4:59,0,dolphin,22,6,2006,AM,4.59
22/06/2006 5:59,0,dolphin,22,6,2006,AM,5.59
22/06/2006 6:59,0,dolphin,22,6,2006,AM,6.59
22/06/2006 7:59,0,dolphin,22,6,2006,AM,7.59
22/06/2006 8:59,0,dolphin,22,6,2006,AM,8.59
22/06/2006 9:59,0,dolphin,22,6,2006,AM,9.59
22/06/2006 10:59,2,dolphin,22,6,2006,AM,10.59
22/06/2006 11:59,16,dolphin,22,6,2006,AM,11.59
22/06/2006 12:59,1,dolphin,22,6,2006,PM,12.59
22/06/2006 13:59,0,dolphin,22,6,2006,PM,13.59
22/06/2006 14:59,0,dolphin,22,6,2006,PM,14.59
22/06/2006 15:59,1,dolphin,22,6,2006,PM,15.59
22/06/2006 16:59,0,dolphin,22,6,2006,PM,16.59
22/06/2006 17:59,0,dolphin,22,6,2006,PM,17.59
22/06/2006 18:59,0,dolphin,22,6,2006,PM,18.59
22/06/2006 19:59,2,dolphin,22,6,2006,PM,19.59
22/06/2006 20:59,0,dolphin,22,6,2006,PM,20.59
22/06/2006 21:59,1,dolphin,22,6,2006,PM,21.59
22/06/2006 22:59,0,dolphin,22,6,2006,PM,22.59
22/06/2006 23:59,0,dolphin,22,6,2006,PM,23.59
23/06/2006 0:59,0,dolphin,23,6,2006,AM,0.59
23/06/2006 1:59,0,dolphin,23,6,2006,AM,1.59
23/06/2006 2:59,0,dolphin,23,6,2006,AM,2.59
23/06/2006 3:59,1,dolphin,23,6,2006,AM,3.59
23/06/2006 4:59,0,dolphin,23,6,2006,AM,4.59
23/06/2006 5:59,0,dolphin,23,6,2006,AM,5.59
23/06/2006 6:59,0,dolphin,23,6,2006,AM,6.59
23/06/2006 7:59,0,dolphin,23,6,2006,AM,7.59
23/06/2006 8:59,1,dolphin,23,6,2006,AM,8.59
23/06/2006 9:59,1,dolphin,23,6,2006,AM,9.59
23/06/2006 10:59,0,dolphin,23,6,2006,AM,10.59
23/06/2006 11:59,0,dolphin,23,6,2006,AM,11.59
23/06/2006 12:59,0,dolphin,23,6,2006,PM,12.59
23/06/2006 13:59,0,dolphin,23,6,2006,PM,13.59
23/06/2006 14:59,0,dolphin,23,6,2006,PM,14.59
23/06/2006 15:59,0,dolphin,23,6,2006,PM,15.59
23/06/2006 16:59,5,dolphin,23,6,2006,PM,16.59
23/06/2006 17:59,1,dolphin,23,6,2006,PM,17.59
23/06/2006 18:59,1,dolphin,23,6,2006,PM,18.59
23/06/2006 19:59,0,dolphin,23,6,2006,PM,19.59
23/06/2006 20:59,1,dolphin,23,6,2006,PM,20.59
23/06/2006 21:59,0,dolphin,23,6,2006,PM,21.59
23/06/2006 22:59,1,dolphin,23,6,2006,PM,22.59
23/06/2006 23:59,1,dolphin,23,6,2006,PM,23.59
24/06/2006 0:59,0,dolphin,24,6,2006,AM,0.59
24/06/2006 1:59,7,dolphin,24,6,2006,AM,1.59
24/06/2006 2:59,0,dolphin,24,6,2006,AM,2.59
24/06/2006 3:59,0,dolphin,24,6,2006,AM,3.59
24/06/2006 4:59,0,dolphin,24,6,2006,AM,4.59
24/06/2006 5:59,0,dolphin,24,6,2006,AM,5.59
24/06/2006 6:59,0,dolphin,24,6,2006,AM,6.59
24/06/2006 7:59,0,dolphin,24,6,2006,AM,7.59
24/06/2006 8:59,1,dolphin,24,6,2006,AM,8.59
24/06/2006 9:59,0,dolphin,24,6,2006,AM,9.59
24/06/2006 10:59,0,dolphin,24,6,2006,AM,10.59
24/06/2006 11:59,2,dolphin,24,6,2006,AM,11.59
24/06/2006 12:59,0,dolphin,24,6,2006,PM,12.59
24/06/2006 13:59,0,dolphin,24,6,2006,PM,13.59
24/06/2006 14:59,0,dolphin,24,6,2006,PM,14.59
24/06/2006 15:59,0,dolphin,24,6,2006,PM,15.59
24/06/2006 16:59,0,dolphin,24,6,2006,PM,16.59
24/06/2006 17:59,0,dolphin,24,6,2006,PM,17.59
24/06/2006 18:59,0,dolphin,24,6,2006,PM,18.59
24/06/2006 19:59,0,dolphin,24,6,2006,PM,19.59
24/06/2006 20:59,2,dolphin,24,6,2006,PM,20.59
24/06/2006 21:59,0,dolphin,24,6,2006,PM,21.59
24/06/2006 22:59,0,dolphin,24,6,2006,PM,22.59
24/06/2006 23:59,0,dolphin,24,6,2006,PM,23.59
25/06/2006 0:59,0,dolphin,25,6,2006,AM,0.59
25/06/2006 1:59,0,dolphin,25,6,2006,AM,1.59
25/06/2006 2:59,7,dolphin,25,6,2006,AM,2.59
25/06/2006 3:59,4,dolphin,25,6,2006,AM,3.59
25/06/2006 4:59,0,dolphin,25,6,2006,AM,4.59
25/06/2006 5:59,0,dolphin,25,6,2006,AM,5.59
25/06/2006 6:59,0,dolphin,25,6,2006,AM,6.59
25/06/2006 7:59,0,dolphin,25,6,2006,AM,7.59
25/06/2006 8:59,0,dolphin,25,6,2006,AM,8.59
25/06/2006 9:59,3,dolphin,25,6,2006,AM,9.59
25/06/2006 10:59,0,dolphin,25,6,2006,AM,10.59
25/06/2006 11:59,0,dolphin,25,6,2006,AM,11.59
25/06/2006 12:59,0,dolphin,25,6,2006,PM,12.59
25/06/2006 13:59,0,dolphin,25,6,2006,PM,13.59
25/06/2006 14:59,0,dolphin,25,6,2006,PM,14.59
25/06/2006 15:59,0,dolphin,25,6,2006,PM,15.59
25/06/2006 16:59,0,dolphin,25,6,2006,PM,16.59
25/06/2006 17:59,0,dolphin,25,6,2006,PM,17.59
25/06/2006 18:59,0,dolphin,25,6,2006,PM,18.59
25/06/2006 19:59,0,dolphin,25,6,2006,PM,19.59
25/06/2006 20:59,0,dolphin,25,6,2006,PM,20.59
25/06/2006 21:59,0,dolphin,25,6,2006,PM,21.59
25/06/2006 22:59,0,dolphin,25,6,2006,PM,22.59
25/06/2006 23:59,0,dolphin,25,6,2006,PM,23.59
26/06/2006 0:59,0,dolphin,26,6,2006,AM,0.59
26/06/2006 1:59,1,dolphin,26,6,2006,AM,1.59
26/06/2006 2:59,0,dolphin,26,6,2006,AM,2.59
26/06/2006 3:59,10,dolphin,26,6,2006,AM,3.59
26/06/2006 4:59,4,dolphin,26,6,2006,AM,4.59
26/06/2006 5:59,0,dolphin,26,6,2006,AM,5.59
26/06/2006 6:59,2,dolphin,26,6,2006,AM,6.59
26/06/2006 7:59,0,dolphin,26,6,2006,AM,7.59
26/06/2006 8:59,0,dolphin,26,6,2006,AM,8.59
26/06/2006 9:59,0,dolphin,26,6,2006,AM,9.59
26/06/2006 10:59,2,dolphin,26,6,2006,AM,10.59
26/06/2006 11:59,0,dolphin,26,6,2006,AM,11.59
26/06/2006 12:59,0,dolphin,26,6,2006,PM,12.59
26/06/2006 13:59,0,dolphin,26,6,2006,PM,13.59
26/06/2006 14:59,0,dolphin,26,6,2006,PM,14.59
26/06/2006 15:59,0,dolphin,26,6,2006,PM,15.59
26/06/2006 16:59,0,dolphin,26,6,2006,PM,16.59
26/06/2006 17:59,0,dolphin,26,6,2006,PM,17.59
26/06/2006 18:59,0,dolphin,26,6,2006,PM,18.59
26/06/2006 19:59,2,dolphin,26,6,2006,PM,19.59
26/06/2006 20:59,1,dolphin,26,6,2006,PM,20.59
26/06/2006 21:59,0,dolphin,26,6,2006,PM,21.59
26/06/2006 22:59,0,dolphin,26,6,2006,PM,22.59
26/06/2006 23:59,0,dolphin,26,6,2006,PM,23.59
27/06/2006 0:59,0,dolphin,27,6,2006,AM,0.59
27/06/2006 1:59,0,dolphin,27,6,2006,AM,1.59
27/06/2006 2:59,1,dolphin,27,6,2006,AM,2.59
27/06/2006 3:59,0,dolphin,27,6,2006,AM,3.59
27/06/2006 4:59,0,dolphin,27,6,2006,AM,4.59
27/06/2006 5:59,0,dolphin,27,6,2006,AM,5.59
27/06/2006 6:59,0,dolphin,27,6,2006,AM,6.59
27/06/2006 7:59,0,dolphin,27,6,2006,AM,7.59
27/06/2006 8:59,0,dolphin,27,6,2006,AM,8.59
27/06/2006 9:59,1,dolphin,27,6,2006,AM,9.59
27/06/2006 10:59,0,dolphin,27,6,2006,AM,10.59
27/06/2006 11:59,1,dolphin,27,6,2006,AM,11.59
27/06/2006 12:59,0,dolphin,27,6,2006,PM,12.59
27/06/2006 13:59,0,dolphin,27,6,2006,PM,13.59
27/06/2006 14:59,0,dolphin,27,6,2006,PM,14.59
27/06/2006 15:59,2,dolphin,27,6,2006,PM,15.59
27/06/2006 16:59,1,dolphin,27,6,2006,PM,16.59
27/06/2006 17:59,0,dolphin,27,6,2006,PM,17.59
27/06/2006 18:59,0,dolphin,27,6,2006,PM,18.59
27/06/2006 19:59,0,dolphin,27,6,2006,PM,19.59
27/06/2006 20:59,0,dolphin,27,6,2006,PM,20.59
27/06/2006 21:59,3,dolphin,27,6,2006,PM,21.59
27/06/2006 22:59,3,dolphin,27,6,2006,PM,22.59
27/06/2006 23:59,0,dolphin,27,6,2006,PM,23.59
28/06/2006 0:59,2,dolphin,28,6,2006,AM,0.59
28/06/2006 1:59,0,dolphin,28,6,2006,AM,1.59
28/06/2006 2:59,2,dolphin,28,6,2006,AM,2.59
28/06/2006 3:59,11,dolphin,28,6,2006,AM,3.59
28/06/2006 4:59,0,dolphin,28,6,2006,AM,4.59
28/06/2006 5:59,1,dolphin,28,6,2006,AM,5.59
28/06/2006 6:59,4,dolphin,28,6,2006,AM,6.59
28/06/2006 7:59,0,dolphin,28,6,2006,AM,7.59
28/06/2006 8:59,0,dolphin,28,6,2006,AM,8.59
28/06/2006 9:59,0,dolphin,28,6,2006,AM,9.59
28/06/2006 10:59,3,dolphin,28,6,2006,AM,10.59
28/06/2006 11:59,1,dolphin,28,6,2006,AM,11.59
28/06/2006 12:59,1,dolphin,28,6,2006,PM,12.59
28/06/2006 13:59,0,dolphin,28,6,2006,PM,13.59
28/06/2006 14:59,0,dolphin,28,6,2006,PM,14.59
28/06/2006 15:59,0,dolphin,28,6,2006,PM,15.59
28/06/2006 16:59,1,dolphin,28,6,2006,PM,16.59
28/06/2006 17:59,0,dolphin,28,6,2006,PM,17.59
28/06/2006 18:59,0,dolphin,28,6,2006,PM,18.59
28/06/2006 19:59,0,dolphin,28,6,2006,PM,19.59
28/06/2006 20:59,0,dolphin,28,6,2006,PM,20.59
28/06/2006 21:59,0,dolphin,28,6,2006,PM,21.59
28/06/2006 22:59,1,dolphin,28,6,2006,PM,22.59
28/06/2006 23:59,0,dolphin,28,6,2006,PM,23.59
29/06/2006 0:59,0,dolphin,29,6,2006,AM,0.59
29/06/2006 1:59,1,dolphin,29,6,2006,AM,1.59
29/06/2006 2:59,1,dolphin,29,6,2006,AM,2.59
29/06/2006 3:59,0,dolphin,29,6,2006,AM,3.59
29/06/2006 4:59,0,dolphin,29,6,2006,AM,4.59
29/06/2006 5:59,0,dolphin,29,6,2006,AM,5.59
29/06/2006 6:59,0,dolphin,29,6,2006,AM,6.59
29/06/2006 7:59,0,dolphin,29,6,2006,AM,7.59
29/06/2006 8:59,1,dolphin,29,6,2006,AM,8.59
29/06/2006 9:59,0,dolphin,29,6,2006,AM,9.59
29/06/2006 10:59,0,dolphin,29,6,2006,AM,10.59
29/06/2006 11:59,0,dolphin,29,6,2006,AM,11.59
29/06/2006 12:59,0,dolphin,29,6,2006,PM,12.59
29/06/2006 13:59,0,dolphin,29,6,2006,PM,13.59
29/06/2006 14:59,0,dolphin,29,6,2006,PM,14.59
29/06/2006 15:59,0,dolphin,29,6,2006,PM,15.59
29/06/2006 16:59,0,dolphin,29,6,2006,PM,16.59
29/06/2006 17:59,0,dolphin,29,6,2006,PM,17.59
29/06/2006 18:59,0,dolphin,29,6,2006,PM,18.59
29/06/2006 19:59,8,dolphin,29,6,2006,PM,19.59
29/06/2006 20:59,2,dolphin,29,6,2006,PM,20.59
29/06/2006 21:59,0,dolphin,29,6,2006,PM,21.59
29/06/2006 22:59,0,dolphin,29,6,2006,PM,22.59
29/06/2006 23:59,0,dolphin,29,6,2006,PM,23.59
30/06/2006 0:59,1,dolphin,30,6,2006,AM,0.59
30/06/2006 1:59,3,dolphin,30,6,2006,AM,1.59
30/06/2006 2:59,0,dolphin,30,6,2006,AM,2.59
30/06/2006 3:59,4,dolphin,30,6,2006,AM,3.59
30/06/2006 4:59,0,dolphin,30,6,2006,AM,4.59
30/06/2006 5:59,0,dolphin,30,6,2006,AM,5.59
30/06/2006 6:59,1,dolphin,30,6,2006,AM,6.59
30/06/2006 7:59,0,dolphin,30,6,2006,AM,7.59
30/06/2006 8:59,5,dolphin,30,6,2006,AM,8.59
30/06/2006 9:59,4,dolphin,30,6,2006,AM,9.59
30/06/2006 10:59,0,dolphin,30,6,2006,AM,10.59
30/06/2006 11:59,0,dolphin,30,6,2006,AM,11.59
30/06/2006 12:59,0,dolphin,30,6,2006,PM,12.59
30/06/2006 13:59,0,dolphin,30,6,2006,PM,13.59
30/06/2006 14:59,0,dolphin,30,6,2006,PM,14.59
30/06/2006 15:59,0,dolphin,30,6,2006,PM,15.59
30/06/2006 16:59,0,dolphin,30,6,2006,PM,16.59
30/06/2006 17:59,0,dolphin,30,6,2006,PM,17.59
30/06/2006 18:59,1,dolphin,30,6,2006,PM,18.59
30/06/2006 19:59,0,dolphin,30,6,2006,PM,19.59
30/06/2006 20:59,0,dolphin,30,6,2006,PM,20.59
30/06/2006 21:59,0,dolphin,30,6,2006,PM,21.59
30/06/2006 22:59,0,dolphin,30,6,2006,PM,22.59
30/06/2006 23:59,0,dolphin,30,6,2006,PM,23.59
01/07/2006 0:59,0,dolphin,1,7,2006,AM,0.59
01/07/2006 1:59,0,dolphin,1,7,2006,AM,1.59
01/07/2006 2:59,0,dolphin,1,7,2006,AM,2.59
01/07/2006 3:59,0,dolphin,1,7,2006,AM,3.59
01/07/2006 4:59,2,dolphin,1,7,2006,AM,4.59
01/07/2006 5:59,0,dolphin,1,7,2006,AM,5.59
01/07/2006 6:59,0,dolphin,1,7,2006,AM,6.59
01/07/2006 7:59,0,dolphin,1,7,2006,AM,7.59
01/07/2006 8:59,0,dolphin,1,7,2006,AM,8.59
01/07/2006 9:59,0,dolphin,1,7,2006,AM,9.59
01/07/2006 10:59,0,dolphin,1,7,2006,AM,10.59
01/07/2006 11:59,1,dolphin,1,7,2006,AM,11.59
01/07/2006 12:59,0,dolphin,1,7,2006,PM,12.59
01/07/2006 13:59,0,dolphin,1,7,2006,PM,13.59
01/07/2006 14:59,0,dolphin,1,7,2006,PM,14.59
01/07/2006 15:59,0,dolphin,1,7,2006,PM,15.59
01/07/2006 16:59,0,dolphin,1,7,2006,PM,16.59
01/07/2006 17:59,0,dolphin,1,7,2006,PM,17.59
01/07/2006 18:59,0,dolphin,1,7,2006,PM,18.59
01/07/2006 19:59,4,dolphin,1,7,2006,PM,19.59
01/07/2006 20:59,0,dolphin,1,7,2006,PM,20.59
01/07/2006 21:59,1,dolphin,1,7,2006,PM,21.59
01/07/2006 22:59,0,dolphin,1,7,2006,PM,22.59
01/07/2006 23:59,0,dolphin,1,7,2006,PM,23.59
02/07/2006 0:59,1,dolphin,2,7,2006,AM,0.59
02/07/2006 1:59,0,dolphin,2,7,2006,AM,1.59
02/07/2006 2:59,1,dolphin,2,7,2006,AM,2.59
02/07/2006 3:59,4,dolphin,2,7,2006,AM,3.59
02/07/2006 4:59,0,dolphin,2,7,2006,AM,4.59
02/07/2006 5:59,0,dolphin,2,7,2006,AM,5.59
02/07/2006 6:59,4,dolphin,2,7,2006,AM,6.59
02/07/2006 7:59,9,dolphin,2,7,2006,AM,7.59
02/07/2006 8:59,0,dolphin,2,7,2006,AM,8.59
02/07/2006 9:59,0,dolphin,2,7,2006,AM,9.59
02/07/2006 10:59,0,dolphin,2,7,2006,AM,10.59
