START OF DATA,clicks,species,day,month,year,am.om,time
02/07/2006 11:59,0,dolphin,2,7,2006,AM,11.59
02/07/2006 12:59,0,dolphin,2,7,2006,PM,12.59
02/07/2006 13:59,0,dolphin,2,7,2006,PM,13.59
02/07/2006 14:59,0,dolphin,2,7,2006,PM,14.59
02/07/2006 15:59,0,dolphin,2,7,2006,PM,15.59
02/07/2006 16:59,1,dolphin,2,7,2006,PM,16.59
02/07/2006 17:59,0,dolphin,2,7,2006,PM,17.59
02/07/2006 18:59,0,dolphin,2,7,2006,PM,18.59
02/07/2006 19:59,1,dolphin,2,7,2006,PM,19.59
02/07/2006 20:59,0,dolphin,2,7,2006,PM,20.59
02/07/2006 21:59,0,dolphin,2,7,2006,PM,21.59
02/07/2006 22:59,0,dolphin,2,7,2006,PM,22.59
02/07/2006 23:59,0,dolphin,2,7,2006,PM,23.59
03/07/2006 0:59,0,dolphin,3,7,2006,AM,0.59
03/07/2006 1:59,0,dolphin,3,7,2006,AM,1.59
03/07/2006 2:59,0,dolphin,3,7,2006,AM,2.59
03/07/2006 3:59,0,dolphin,3,7,2006,AM,3.59
03/07/2006 4:59,0,dolphin,3,7,2006,AM,4.59
03/07/2006 5:59,0,dolphin,3,7,2006,AM,5.59
03/07/2006 6:59,0,dolphin,3,7,2006,AM,6.59
03/07/2006 7:59,1,dolphin,3,7,2006,AM,7.59
03/07/2006 8:59,0,dolphin,3,7,2006,AM,8.59
03/07/2006 9:59,0,dolphin,3,7,2006,AM,9.59
03/07/2006 10:59,1,dolphin,3,7,2006,AM,10.59
03/07/2006 11:59,1,dolphin,3,7,2006,AM,11.59
03/07/2006 12:59,2,dolphin,3,7,2006,PM,12.59
03/07/2006 13:59,0,dolphin,3,7,2006,PM,13.59
03/07/2006 14:59,0,dolphin,3,7,2006,PM,14.59
03/07/2006 15:59,0,dolphin,3,7,2006,PM,15.59
03/07/2006 16:59,0,dolphin,3,7,2006,PM,16.59
03/07/2006 17:59,0,dolphin,3,7,2006,PM,17.59
03/07/2006 18:59,2,dolphin,3,7,2006,PM,18.59
03/07/2006 19:59,1,dolphin,3,7,2006,PM,19.59
03/07/2006 20:59,0,dolphin,3,7,2006,PM,20.59
03/07/2006 21:59,0,dolphin,3,7,2006,PM,21.59
03/07/2006 22:59,1,dolphin,3,7,2006,PM,22.59
03/07/2006 23:59,3,dolphin,3,7,2006,PM,23.59
04/07/2006 0:59,0,dolphin,4,7,2006,AM,0.59
04/07/2006 1:59,0,dolphin,4,7,2006,AM,1.59
04/07/2006 2:59,0,dolphin,4,7,2006,AM,2.59
04/07/2006 3:59,1,dolphin,4,7,2006,AM,3.59
04/07/2006 4:59,0,dolphin,4,7,2006,AM,4.59
04/07/2006 5:59,0,dolphin,4,7,2006,AM,5.59
04/07/2006 6:59,0,dolphin,4,7,2006,AM,6.59
04/07/2006 7:59,0,dolphin,4,7,2006,AM,7.59
04/07/2006 8:59,0,dolphin,4,7,2006,AM,8.59
04/07/2006 9:59,0,dolphin,4,7,2006,AM,9.59
04/07/2006 10:59,0,dolphin,4,7,2006,AM,10.59
04/07/2006 11:59,0,dolphin,4,7,2006,AM,11.59
04/07/2006 12:59,0,dolphin,4,7,2006,PM,12.59
04/07/2006 13:59,0,dolphin,4,7,2006,PM,13.59
04/07/2006 14:59,0,dolphin,4,7,2006,PM,14.59
04/07/2006 15:59,0,dolphin,4,7,2006,PM,15.59
04/07/2006 16:59,0,dolphin,4,7,2006,PM,16.59
04/07/2006 17:59,0,dolphin,4,7,2006,PM,17.59
04/07/2006 18:59,0,dolphin,4,7,2006,PM,18.59
04/07/2006 19:59,0,dolphin,4,7,2006,PM,19.59
04/07/2006 20:59,0,dolphin,4,7,2006,PM,20.59
04/07/2006 21:59,0,dolphin,4,7,2006,PM,21.59
04/07/2006 22:59,0,dolphin,4,7,2006,PM,22.59
04/07/2006 23:59,0,dolphin,4,7,2006,PM,23.59
05/07/2006 0:59,0,dolphin,5,7,2006,AM,0.59
05/07/2006 1:59,0,dolphin,5,7,2006,AM,1.59
05/07/2006 2:59,0,dolphin,5,7,2006,AM,2.59
05/07/2006 3:59,1,dolphin,5,7,2006,AM,3.59
05/07/2006 4:59,0,dolphin,5,7,2006,AM,4.59
05/07/2006 5:59,0,dolphin,5,7,2006,AM,5.59
05/07/2006 6:59,0,dolphin,5,7,2006,AM,6.59
05/07/2006 7:59,0,dolphin,5,7,2006,AM,7.59
05/07/2006 8:59,3,dolphin,5,7,2006,AM,8.59
05/07/2006 9:59,0,dolphin,5,7,2006,AM,9.59
05/07/2006 10:59,0,dolphin,5,7,2006,AM,10.59
05/07/2006 11:59,0,dolphin,5,7,2006,AM,11.59
05/07/2006 12:59,0,dolphin,5,7,2006,PM,12.59
05/07/2006 13:59,0,dolphin,5,7,2006,PM,13.59
05/07/2006 14:59,0,dolphin,5,7,2006,PM,14.59
05/07/2006 15:59,0,dolphin,5,7,2006,PM,15.59
05/07/2006 16:59,0,dolphin,5,7,2006,PM,16.59
05/07/2006 17:59,0,dolphin,5,7,2006,PM,17.59
05/07/2006 18:59,0,dolphin,5,7,2006,PM,18.59
05/07/2006 19:59,0,dolphin,5,7,2006,PM,19.59
05/07/2006 20:59,1,dolphin,5,7,2006,PM,20.59
05/07/2006 21:59,0,dolphin,5,7,2006,PM,21.59
05/07/2006 22:59,0,dolphin,5,7,2006,PM,22.59
05/07/2006 23:59,1,dolphin,5,7,2006,PM,23.59
06/07/2006 0:59,2,dolphin,6,7,2006,AM,0.59
06/07/2006 1:59,1,dolphin,6,7,2006,AM,1.59
06/07/2006 2:59,0,dolphin,6,7,2006,AM,2.59
06/07/2006 3:59,0,dolphin,6,7,2006,AM,3.59
06/07/2006 4:59,0,dolphin,6,7,2006,AM,4.59
06/07/2006 5:59,0,dolphin,6,7,2006,AM,5.59
06/07/2006 6:59,0,dolphin,6,7,2006,AM,6.59
06/07/2006 7:59,0,dolphin,6,7,2006,AM,7.59
06/07/2006 8:59,0,dolphin,6,7,2006,AM,8.59
06/07/2006 9:59,0,dolphin,6,7,2006,AM,9.59
06/07/2006 10:59,1,dolphin,6,7,2006,AM,10.59
06/07/2006 11:59,3,dolphin,6,7,2006,AM,11.59
06/07/2006 12:59,3,dolphin,6,7,2006,PM,12.59
06/07/2006 13:59,0,dolphin,6,7,2006,PM,13.59
06/07/2006 14:59,0,dolphin,6,7,2006,PM,14.59
06/07/2006 15:59,0,dolphin,6,7,2006,PM,15.59
06/07/2006 16:59,0,dolphin,6,7,2006,PM,16.59
06/07/2006 17:59,0,dolphin,6,7,2006,PM,17.59
06/07/2006 18:59,0,dolphin,6,7,2006,PM,18.59
06/07/2006 19:59,0,dolphin,6,7,2006,PM,19.59
06/07/2006 20:59,0,dolphin,6,7,2006,PM,20.59
06/07/2006 21:59,0,dolphin,6,7,2006,PM,21.59
06/07/2006 22:59,0,dolphin,6,7,2006,PM,22.59
06/07/2006 23:59,3,dolphin,6,7,2006,PM,23.59
07/07/2006 0:59,3,dolphin,7,7,2006,AM,0.59
07/07/2006 1:59,0,dolphin,7,7,2006,AM,1.59
07/07/2006 2:59,0,dolphin,7,7,2006,AM,2.59
07/07/2006 3:59,0,dolphin,7,7,2006,AM,3.59
07/07/2006 4:59,0,dolphin,7,7,2006,AM,4.59
07/07/2006 5:59,0,dolphin,7,7,2006,AM,5.59
07/07/2006 6:59,0,dolphin,7,7,2006,AM,6.59
07/07/2006 7:59,0,dolphin,7,7,2006,AM,7.59
07/07/2006 8:59,0,dolphin,7,7,2006,AM,8.59
07/07/2006 9:59,0,dolphin,7,7,2006,AM,9.59
07/07/2006 10:59,0,dolphin,7,7,2006,AM,10.59
07/07/2006 11:59,0,dolphin,7,7,2006,AM,11.59
07/07/2006 12:59,0,dolphin,7,7,2006,PM,12.59
07/07/2006 13:59,0,dolphin,7,7,2006,PM,13.59
07/07/2006 14:59,0,dolphin,7,7,2006,PM,14.59
07/07/2006 15:59,0,dolphin,7,7,2006,PM,15.59
07/07/2006 16:59,0,dolphin,7,7,2006,PM,16.59
07/07/2006 17:59,0,dolphin,7,7,2006,PM,17.59
07/07/2006 18:59,1,dolphin,7,7,2006,PM,18.59
07/07/2006 19:59,1,dolphin,7,7,2006,PM,19.59
07/07/2006 20:59,0,dolphin,7,7,2006,PM,20.59
07/07/2006 21:59,0,dolphin,7,7,2006,PM,21.59
07/07/2006 22:59,0,dolphin,7,7,2006,PM,22.59
07/07/2006 23:59,0,dolphin,7,7,2006,PM,23.59
08/07/2006 0:59,0,dolphin,8,7,2006,AM,0.59
08/07/2006 1:59,0,dolphin,8,7,2006,AM,1.59
08/07/2006 2:59,0,dolphin,8,7,2006,AM,2.59
08/07/2006 3:59,0,dolphin,8,7,2006,AM,3.59
08/07/2006 4:59,0,dolphin,8,7,2006,AM,4.59
08/07/2006 5:59,0,dolphin,8,7,2006,AM,5.59
08/07/2006 6:59,0,dolphin,8,7,2006,AM,6.59
08/07/2006 7:59,0,dolphin,8,7,2006,AM,7.59
08/07/2006 8:59,0,dolphin,8,7,2006,AM,8.59
08/07/2006 9:59,0,dolphin,8,7,2006,AM,9.59
08/07/2006 10:59,0,dolphin,8,7,2006,AM,10.59
08/07/2006 11:59,0,dolphin,8,7,2006,AM,11.59
08/07/2006 12:59,0,dolphin,8,7,2006,PM,12.59
08/07/2006 13:59,0,dolphin,8,7,2006,PM,13.59
08/07/2006 14:59,0,dolphin,8,7,2006,PM,14.59
08/07/2006 15:59,0,dolphin,8,7,2006,PM,15.59
08/07/2006 16:59,0,dolphin,8,7,2006,PM,16.59
08/07/2006 17:59,0,dolphin,8,7,2006,PM,17.59
08/07/2006 18:59,0,dolphin,8,7,2006,PM,18.59
08/07/2006 19:59,0,dolphin,8,7,2006,PM,19.59
08/07/2006 20:59,0,dolphin,8,7,2006,PM,20.59
08/07/2006 21:59,0,dolphin,8,7,2006,PM,21.59
08/07/2006 22:59,0,dolphin,8,7,2006,PM,22.59
08/07/2006 23:59,0,dolphin,8,7,2006,PM,23.59
09/07/2006 0:59,6,dolphin,9,7,2006,AM,0.59
09/07/2006 1:59,0,dolphin,9,7,2006,AM,1.59
09/07/2006 2:59,0,dolphin,9,7,2006,AM,2.59
09/07/2006 3:59,0,dolphin,9,7,2006,AM,3.59
09/07/2006 4:59,0,dolphin,9,7,2006,AM,4.59
09/07/2006 5:59,0,dolphin,9,7,2006,AM,5.59
09/07/2006 6:59,0,dolphin,9,7,2006,AM,6.59
09/07/2006 7:59,0,dolphin,9,7,2006,AM,7.59
09/07/2006 8:59,0,dolphin,9,7,2006,AM,8.59
09/07/2006 9:59,0,dolphin,9,7,2006,AM,9.59
09/07/2006 10:59,0,dolphin,9,7,2006,AM,10.59
09/07/2006 11:59,2,dolphin,9,7,2006,AM,11.59
09/07/2006 12:59,8,dolphin,9,7,2006,PM,12.59
09/07/2006 13:59,7,dolphin,9,7,2006,PM,13.59
09/07/2006 14:59,4,dolphin,9,7,2006,PM,14.59
09/07/2006 15:59,0,dolphin,9,7,2006,PM,15.59
09/07/2006 16:59,0,dolphin,9,7,2006,PM,16.59
09/07/2006 17:59,0,dolphin,9,7,2006,PM,17.59
09/07/2006 18:59,0,dolphin,9,7,2006,PM,18.59
09/07/2006 19:59,0,dolphin,9,7,2006,PM,19.59
09/07/2006 20:59,0,dolphin,9,7,2006,PM,20.59
09/07/2006 21:59,0,dolphin,9,7,2006,PM,21.59
09/07/2006 22:59,0,dolphin,9,7,2006,PM,22.59
09/07/2006 23:59,0,dolphin,9,7,2006,PM,23.59
10/07/2006 0:59,3,dolphin,10,7,2006,AM,0.59
10/07/2006 1:59,6,dolphin,10,7,2006,AM,1.59
10/07/2006 2:59,1,dolphin,10,7,2006,AM,2.59
10/07/2006 3:59,1,dolphin,10,7,2006,AM,3.59
10/07/2006 4:59,0,dolphin,10,7,2006,AM,4.59
10/07/2006 5:59,0,dolphin,10,7,2006,AM,5.59
10/07/2006 6:59,0,dolphin,10,7,2006,AM,6.59
10/07/2006 7:59,0,dolphin,10,7,2006,AM,7.59
10/07/2006 8:59,4,dolphin,10,7,2006,AM,8.59
10/07/2006 9:59,0,dolphin,10,7,2006,AM,9.59
10/07/2006 10:59,0,dolphin,10,7,2006,AM,10.59
10/07/2006 11:59,0,dolphin,10,7,2006,AM,11.59
10/07/2006 12:59,0,dolphin,10,7,2006,PM,12.59
10/07/2006 13:59,0,dolphin,10,7,2006,PM,13.59
10/07/2006 14:59,1,dolphin,10,7,2006,PM,14.59
10/07/2006 15:59,0,dolphin,10,7,2006,PM,15.59
10/07/2006 16:59,0,dolphin,10,7,2006,PM,16.59
10/07/2006 17:59,0,dolphin,10,7,2006,PM,17.59
10/07/2006 18:59,1,dolphin,10,7,2006,PM,18.59
10/07/2006 19:59,0,dolphin,10,7,2006,PM,19.59
10/07/2006 20:59,0,dolphin,10,7,2006,PM,20.59
10/07/2006 21:59,0,dolphin,10,7,2006,PM,21.59
10/07/2006 22:59,0,dolphin,10,7,2006,PM,22.59
10/07/2006 23:59,0,dolphin,10,7,2006,PM,23.59
11/07/2006 0:59,0,dolphin,11,7,2006,AM,0.59
11/07/2006 1:59,2,dolphin,11,7,2006,AM,1.59
11/07/2006 2:59,0,dolphin,11,7,2006,AM,2.59
11/07/2006 3:59,0,dolphin,11,7,2006,AM,3.59
11/07/2006 4:59,0,dolphin,11,7,2006,AM,4.59
11/07/2006 5:59,0,dolphin,11,7,2006,AM,5.59
11/07/2006 6:59,0,dolphin,11,7,2006,AM,6.59
11/07/2006 7:59,0,dolphin,11,7,2006,AM,7.59
11/07/2006 8:59,0,dolphin,11,7,2006,AM,8.59
11/07/2006 9:59,1,dolphin,11,7,2006,AM,9.59
11/07/2006 10:59,0,dolphin,11,7,2006,AM,10.59
11/07/2006 11:59,0,dolphin,11,7,2006,AM,11.59
11/07/2006 12:59,0,dolphin,11,7,2006,PM,12.59
11/07/2006 13:59,0,dolphin,11,7,2006,PM,13.59
11/07/2006 14:59,0,dolphin,11,7,2006,PM,14.59
11/07/2006 15:59,0,dolphin,11,7,2006,PM,15.59
11/07/2006 16:59,2,dolphin,11,7,2006,PM,16.59
11/07/2006 17:59,1,dolphin,11,7,2006,PM,17.59
11/07/2006 18:59,0,dolphin,11,7,2006,PM,18.59
11/07/2006 19:59,0,dolphin,11,7,2006,PM,19.59
11/07/2006 20:59,1,dolphin,11,7,2006,PM,20.59
11/07/2006 21:59,0,dolphin,11,7,2006,PM,21.59
11/07/2006 22:59,0,dolphin,11,7,2006,PM,22.59
11/07/2006 23:59,0,dolphin,11,7,2006,PM,23.59
12/07/2006 0:59,0,dolphin,12,7,2006,AM,0.59
12/07/2006 1:59,0,dolphin,12,7,2006,AM,1.59
12/07/2006 2:59,4,dolphin,12,7,2006,AM,2.59
12/07/2006 3:59,3,dolphin,12,7,2006,AM,3.59
12/07/2006 4:59,0,dolphin,12,7,2006,AM,4.59
12/07/2006 5:59,0,dolphin,12,7,2006,AM,5.59
12/07/2006 6:59,0,dolphin,12,7,2006,AM,6.59
12/07/2006 7:59,1,dolphin,12,7,2006,AM,7.59
12/07/2006 8:59,0,dolphin,12,7,2006,AM,8.59
12/07/2006 9:59,8,dolphin,12,7,2006,AM,9.59
12/07/2006 10:59,3,dolphin,12,7,2006,AM,10.59
12/07/2006 11:59,0,dolphin,12,7,2006,AM,11.59
12/07/2006 12:59,1,dolphin,12,7,2006,PM,12.59
12/07/2006 13:59,0,dolphin,12,7,2006,PM,13.59
12/07/2006 14:59,0,dolphin,12,7,2006,PM,14.59
12/07/2006 15:59,0,dolphin,12,7,2006,PM,15.59
12/07/2006 16:59,0,dolphin,12,7,2006,PM,16.59
12/07/2006 17:59,0,dolphin,12,7,2006,PM,17.59
12/07/2006 18:59,0,dolphin,12,7,2006,PM,18.59
12/07/2006 19:59,0,dolphin,12,7,2006,PM,19.59
12/07/2006 20:59,0,dolphin,12,7,2006,PM,20.59
12/07/2006 21:59,0,dolphin,12,7,2006,PM,21.59
12/07/2006 22:59,0,dolphin,12,7,2006,PM,22.59
12/07/2006 23:59,1,dolphin,12,7,2006,PM,23.59
13/07/2006 0:59,0,dolphin,13,7,2006,AM,0.59
13/07/2006 1:59,0,dolphin,13,7,2006,AM,1.59
13/07/2006 2:59,0,dolphin,13,7,2006,AM,2.59
13/07/2006 3:59,4,dolphin,13,7,2006,AM,3.59
13/07/2006 4:59,0,dolphin,13,7,2006,AM,4.59
13/07/2006 5:59,0,dolphin,13,7,2006,AM,5.59
13/07/2006 6:59,1,dolphin,13,7,2006,AM,6.59
13/07/2006 7:59,0,dolphin,13,7,2006,AM,7.59
13/07/2006 8:59,0,dolphin,13,7,2006,AM,8.59
13/07/2006 9:59,0,dolphin,13,7,2006,AM,9.59
13/07/2006 10:59,0,dolphin,13,7,2006,AM,10.59
13/07/2006 11:59,1,dolphin,13,7,2006,AM,11.59
13/07/2006 12:59,0,dolphin,13,7,2006,PM,12.59
13/07/2006 13:59,0,dolphin,13,7,2006,PM,13.59
13/07/2006 14:59,0,dolphin,13,7,2006,PM,14.59
13/07/2006 15:59,0,dolphin,13,7,2006,PM,15.59
13/07/2006 16:59,0,dolphin,13,7,2006,PM,16.59
13/07/2006 17:59,1,dolphin,13,7,2006,PM,17.59
13/07/2006 18:59,0,dolphin,13,7,2006,PM,18.59
13/07/2006 19:59,0,dolphin,13,7,2006,PM,19.59
13/07/2006 20:59,0,dolphin,13,7,2006,PM,20.59
13/07/2006 21:59,0,dolphin,13,7,2006,PM,21.59
13/07/2006 22:59,0,dolphin,13,7,2006,PM,22.59
13/07/2006 23:59,4,dolphin,13,7,2006,PM,23.59
14/07/2006 0:59,0,dolphin,14,7,2006,AM,0.59
14/07/2006 1:59,0,dolphin,14,7,2006,AM,1.59
14/07/2006 2:59,0,dolphin,14,7,2006,AM,2.59
14/07/2006 3:59,0,dolphin,14,7,2006,AM,3.59
14/07/2006 4:59,0,dolphin,14,7,2006,AM,4.59
14/07/2006 5:59,0,dolphin,14,7,2006,AM,5.59
14/07/2006 6:59,0,dolphin,14,7,2006,AM,6.59
14/07/2006 7:59,0,dolphin,14,7,2006,AM,7.59
14/07/2006 8:59,0,dolphin,14,7,2006,AM,8.59
14/07/2006 9:59,0,dolphin,14,7,2006,AM,9.59
14/07/2006 10:59,0,dolphin,14,7,2006,AM,10.59
14/07/2006 11:59,0,dolphin,14,7,2006,AM,11.59
14/07/2006 12:59,0,dolphin,14,7,2006,PM,12.59
14/07/2006 13:59,0,dolphin,14,7,2006,PM,13.59
14/07/2006 14:59,0,dolphin,14,7,2006,PM,14.59
14/07/2006 15:59,0,dolphin,14,7,2006,PM,15.59
14/07/2006 16:59,5,dolphin,14,7,2006,PM,16.59
14/07/2006 17:59,3,dolphin,14,7,2006,PM,17.59
14/07/2006 18:59,3,dolphin,14,7,2006,PM,18.59
14/07/2006 19:59,0,dolphin,14,7,2006,PM,19.59
14/07/2006 20:59,0,dolphin,14,7,2006,PM,20.59
14/07/2006 21:59,0,dolphin,14,7,2006,PM,21.59
14/07/2006 22:59,0,dolphin,14,7,2006,PM,22.59
14/07/2006 23:59,1,dolphin,14,7,2006,PM,23.59
15/07/2006 0:59,0,dolphin,15,7,2006,AM,0.59
15/07/2006 1:59,0,dolphin,15,7,2006,AM,1.59
15/07/2006 2:59,0,dolphin,15,7,2006,AM,2.59
15/07/2006 3:59,0,dolphin,15,7,2006,AM,3.59
15/07/2006 4:59,0,dolphin,15,7,2006,AM,4.59
15/07/2006 5:59,0,dolphin,15,7,2006,AM,5.59
15/07/2006 6:59,0,dolphin,15,7,2006,AM,6.59
15/07/2006 7:59,0,dolphin,15,7,2006,AM,7.59
15/07/2006 8:59,0,dolphin,15,7,2006,AM,8.59
15/07/2006 9:59,0,dolphin,15,7,2006,AM,9.59
15/07/2006 10:59,0,dolphin,15,7,2006,AM,10.59
15/07/2006 11:59,0,dolphin,15,7,2006,AM,11.59
15/07/2006 12:59,0,dolphin,15,7,2006,PM,12.59
15/07/2006 13:59,0,dolphin,15,7,2006,PM,13.59
15/07/2006 14:59,0,dolphin,15,7,2006,PM,14.59
15/07/2006 15:59,2,dolphin,15,7,2006,PM,15.59
15/07/2006 16:59,0,dolphin,15,7,2006,PM,16.59
15/07/2006 17:59,0,dolphin,15,7,2006,PM,17.59
15/07/2006 18:59,0,dolphin,15,7,2006,PM,18.59
15/07/2006 19:59,0,dolphin,15,7,2006,PM,19.59
15/07/2006 20:59,0,dolphin,15,7,2006,PM,20.59
15/07/2006 21:59,0,dolphin,15,7,2006,PM,21.59
15/07/2006 22:59,0,dolphin,15,7,2006,PM,22.59
15/07/2006 23:59,0,dolphin,15,7,2006,PM,23.59
16/07/2006 0:59,0,dolphin,16,7,2006,AM,0.59
16/07/2006 1:59,0,dolphin,16,7,2006,AM,1.59
16/07/2006 2:59,0,dolphin,16,7,2006,AM,2.59
16/07/2006 3:59,0,dolphin,16,7,2006,AM,3.59
16/07/2006 4:59,0,dolphin,16,7,2006,AM,4.59
16/07/2006 5:59,0,dolphin,16,7,2006,AM,5.59
16/07/2006 6:59,0,dolphin,16,7,2006,AM,6.59
16/07/2006 7:59,0,dolphin,16,7,2006,AM,7.59
16/07/2006 8:59,0,dolphin,16,7,2006,AM,8.59
16/07/2006 9:59,0,dolphin,16,7,2006,AM,9.59
16/07/2006 10:59,0,dolphin,16,7,2006,AM,10.59
16/07/2006 11:59,0,dolphin,16,7,2006,AM,11.59
16/07/2006 12:59,0,dolphin,16,7,2006,PM,12.59
16/07/2006 13:59,0,dolphin,16,7,2006,PM,13.59
16/07/2006 14:59,0,dolphin,16,7,2006,PM,14.59
16/07/2006 15:59,0,dolphin,16,7,2006,PM,15.59
16/07/2006 16:59,0,dolphin,16,7,2006,PM,16.59
16/07/2006 17:59,0,dolphin,16,7,2006,PM,17.59
16/07/2006 18:59,0,dolphin,16,7,2006,PM,18.59
16/07/2006 19:59,0,dolphin,16,7,2006,PM,19.59
16/07/2006 20:59,0,dolphin,16,7,2006,PM,20.59
16/07/2006 21:59,3,dolphin,16,7,2006,PM,21.59
16/07/2006 22:59,0,dolphin,16,7,2006,PM,22.59
16/07/2006 23:59,0,dolphin,16,7,2006,PM,23.59
17/07/2006 0:59,0,dolphin,17,7,2006,AM,0.59
17/07/2006 1:59,4,dolphin,17,7,2006,AM,1.59
17/07/2006 2:59,2,dolphin,17,7,2006,AM,2.59
17/07/2006 3:59,0,dolphin,17,7,2006,AM,3.59
17/07/2006 4:59,0,dolphin,17,7,2006,AM,4.59
17/07/2006 5:59,0,dolphin,17,7,2006,AM,5.59
17/07/2006 6:59,0,dolphin,17,7,2006,AM,6.59
17/07/2006 7:59,0,dolphin,17,7,2006,AM,7.59
17/07/2006 8:59,0,dolphin,17,7,2006,AM,8.59
17/07/2006 9:59,0,dolphin,17,7,2006,AM,9.59
17/07/2006 10:59,2,dolphin,17,7,2006,AM,10.59
17/07/2006 11:59,0,dolphin,17,7,2006,AM,11.59
17/07/2006 12:59,0,dolphin,17,7,2006,PM,12.59
17/07/2006 13:59,0,dolphin,17,7,2006,PM,13.59
17/07/2006 14:59,1,dolphin,17,7,2006,PM,14.59
17/07/2006 15:59,3,dolphin,17,7,2006,PM,15.59
17/07/2006 16:59,0,dolphin,17,7,2006,PM,16.59
17/07/2006 17:59,0,dolphin,17,7,2006,PM,17.59
17/07/2006 18:59,0,dolphin,17,7,2006,PM,18.59
17/07/2006 19:59,0,dolphin,17,7,2006,PM,19.59
17/07/2006 20:59,0,dolphin,17,7,2006,PM,20.59
17/07/2006 21:59,0,dolphin,17,7,2006,PM,21.59
17/07/2006 22:59,0,dolphin,17,7,2006,PM,22.59
17/07/2006 23:59,1,dolphin,17,7,2006,PM,23.59
18/07/2006 0:59,0,dolphin,18,7,2006,AM,0.59
18/07/2006 1:59,1,dolphin,18,7,2006,AM,1.59
18/07/2006 2:59,1,dolphin,18,7,2006,AM,2.59
18/07/2006 3:59,0,dolphin,18,7,2006,AM,3.59
18/07/2006 4:59,0,dolphin,18,7,2006,AM,4.59
18/07/2006 5:59,0,dolphin,18,7,2006,AM,5.59
18/07/2006 6:59,0,dolphin,18,7,2006,AM,6.59
18/07/2006 7:59,0,dolphin,18,7,2006,AM,7.59
18/07/2006 8:59,0,dolphin,18,7,2006,AM,8.59
18/07/2006 9:59,3,dolphin,18,7,2006,AM,9.59
18/07/2006 10:59,0,dolphin,18,7,2006,AM,10.59
18/07/2006 11:59,0,dolphin,18,7,2006,AM,11.59
18/07/2006 12:59,0,dolphin,18,7,2006,PM,12.59
18/07/2006 13:59,0,dolphin,18,7,2006,PM,13.59
18/07/2006 14:59,0,dolphin,18,7,2006,PM,14.59
18/07/2006 15:59,0,dolphin,18,7,2006,PM,15.59
18/07/2006 16:59,0,dolphin,18,7,2006,PM,16.59
18/07/2006 17:59,0,dolphin,18,7,2006,PM,17.59
18/07/2006 18:59,0,dolphin,18,7,2006,PM,18.59
18/07/2006 19:59,0,dolphin,18,7,2006,PM,19.59
18/07/2006 20:59,0,dolphin,18,7,2006,PM,20.59
18/07/2006 21:59,11,dolphin,18,7,2006,PM,21.59
18/07/2006 22:59,1,dolphin,18,7,2006,PM,22.59
18/07/2006 23:59,0,dolphin,18,7,2006,PM,23.59
19/07/2006 0:59,0,dolphin,19,7,2006,AM,0.59
19/07/2006 1:59,0,dolphin,19,7,2006,AM,1.59
19/07/2006 2:59,0,dolphin,19,7,2006,AM,2.59
19/07/2006 3:59,0,dolphin,19,7,2006,AM,3.59
19/07/2006 4:59,0,dolphin,19,7,2006,AM,4.59
19/07/2006 5:59,1,dolphin,19,7,2006,AM,5.59
19/07/2006 6:59,0,dolphin,19,7,2006,AM,6.59
19/07/2006 7:59,0,dolphin,19,7,2006,AM,7.59
19/07/2006 8:59,0,dolphin,19,7,2006,AM,8.59
19/07/2006 9:59,0,dolphin,19,7,2006,AM,9.59
19/07/2006 10:59,0,dolphin,19,7,2006,AM,10.59
19/07/2006 11:59,0,dolphin,19,7,2006,AM,11.59
19/07/2006 12:59,0,dolphin,19,7,2006,PM,12.59
19/07/2006 13:59,3,dolphin,19,7,2006,PM,13.59
19/07/2006 14:59,3,dolphin,19,7,2006,PM,14.59
19/07/2006 15:59,2,dolphin,19,7,2006,PM,15.59
19/07/2006 16:59,1,dolphin,19,7,2006,PM,16.59
19/07/2006 17:59,0,dolphin,19,7,2006,PM,17.59
19/07/2006 18:59,0,dolphin,19,7,2006,PM,18.59
19/07/2006 19:59,0,dolphin,19,7,2006,PM,19.59
19/07/2006 20:59,0,dolphin,19,7,2006,PM,20.59
19/07/2006 21:59,0,dolphin,19,7,2006,PM,21.59
19/07/2006 22:59,0,dolphin,19,7,2006,PM,22.59
19/07/2006 23:59,0,dolphin,19,7,2006,PM,23.59
20/07/2006 0:59,0,dolphin,20,7,2006,AM,0.59
20/07/2006 1:59,0,dolphin,20,7,2006,AM,1.59
20/07/2006 2:59,0,dolphin,20,7,2006,AM,2.59
20/07/2006 3:59,0,dolphin,20,7,2006,AM,3.59
20/07/2006 4:59,0,dolphin,20,7,2006,AM,4.59
20/07/2006 5:59,0,dolphin,20,7,2006,AM,5.59
20/07/2006 6:59,1,dolphin,20,7,2006,AM,6.59
20/07/2006 7:59,0,dolphin,20,7,2006,AM,7.59
20/07/2006 8:59,0,dolphin,20,7,2006,AM,8.59
20/07/2006 9:59,0,dolphin,20,7,2006,AM,9.59
20/07/2006 10:59,0,dolphin,20,7,2006,AM,10.59
20/07/2006 11:59,1,dolphin,20,7,2006,AM,11.59
20/07/2006 12:59,0,dolphin,20,7,2006,PM,12.59
20/07/2006 13:59,0,dolphin,20,7,2006,PM,13.59
20/07/2006 14:59,0,dolphin,20,7,2006,PM,14.59
